# pseudo_MSE2 hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=100
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# do not apply a chunk scale before feeding these values to the pseudo_MSE2 block
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE2 quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 160
expected_e1_wins 160
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
001 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
002 0xbdff3238 -0.124607503 10000111 0 7 000111 10001111 0 15 01111 0xbc7991c0 -0.0152325034 0xbbf32380 -0.00742000341 0xc0400000 -3
003 0xbda716fd -0.0815868154 10000101 0 5 000101 10001010 0 10 01010 0xbb62dfa0 -0.00346181542 0xbb62dfa0 -0.00346181542 0x80000000 -0
004 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
005 0x3d7cdeec 0.0617360324 00000011 0 3 000011 00000111 0 7 00111 0x3c737bb0 0.0148610324 0x3be6f760 0.00704853237 0xc0400000 -3
006 0x3d90c0d4 0.0706802905 00000100 0 4 000100 00001001 0 9 01001 0x3c0606a0 0.00818029046 0x39c0d400 0.000367790461 0xbf800000 -1
007 0x3eb508d4 0.353582978 00010110 0 22 010110 00101101 1 13 01101 0x3c211a80 0.00983297825 0x3b046a00 0.00202047825 0xc0000000 -2
008 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
009 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
010 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
011 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
012 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
013 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
014 0x3d55c3db 0.0521887355 00000011 0 3 000011 00000110 0 6 00110 0x3bae1ed8 0.00531373546 0x3bae1ed8 0.00531373546 0x80000000 -0
015 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
016 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
017 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
018 0x3b5ebb6a 0.00339862192 00000000 0 0 000000 00000000 0 0 00000 0x3b5ebb6a 0.00339862192 0x3b5ebb6a 0.00339862192 0x00000000 0
019 0x3f03cba8 0.514826298 00100000 0 32 100000 01000000 2 0 00000 0x3c72ea00 0.0148262978 0x3c72ea00 0.0148262978 0x00000000 0
020 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
021 0x3d5340e1 0.0515755452 00000011 0 3 000011 00000110 0 6 00110 0x3b9a0708 0.00470054522 0x3b9a0708 0.00470054522 0x80000000 -0
022 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
023 0x3e69d27a 0.228341967 00001110 0 14 001110 00011101 0 29 11101 0x3c1d27a0 0.00959196687 0x3ae93d00 0.00177946687 0xbf800000 -1
024 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
025 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
026 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
027 0xbe92c79f -0.286679238 10010010 0 18 010010 10100100 1 4 00100 0xbbb1e7c0 -0.00542923808 0xbbb1e7c0 -0.00542923808 0x80000000 -0
028 0x3e4d6a69 0.200601235 00001100 0 12 001100 00011001 0 25 11001 0x3c56a690 0.013101235 0x3bad4d20 0.00528873503 0xc0000000 -2
029 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
030 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
031 0x3ae6a283 0.00175960397 00000000 0 0 000000 00000000 0 0 00000 0x3ae6a283 0.00175960397 0x3ae6a283 0.00175960397 0x00000000 0
032 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
033 0x3ced26c8 0.0289491564 00000001 0 1 000001 00000011 0 3 00011 0x3c5a4d90 0.0133241564 0x3bb49b20 0.0055116564 0xc0000000 -2
034 0xbf6b3e54 -0.918919802 10111010 0 58 111010 11011010 2 26 11010 0xbc4f9500 -0.0126698017 0xbc4f9500 -0.0126698017 0x00000000 0
035 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
036 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
037 0xbfda8e84 -1.70747423 11101101 1 45 101101 11110110 3 22 10110 0xbb8e8400 -0.00434923172 0xbca3a100 -0.0199742317 0x40000000 2
038 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
039 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
040 0xbc127611 -0.00893928204 10000000 0 0 000000 10000001 0 1 00001 0xbc127611 -0.00893928204 0xba93b088 -0.00112678204 0xbf800000 -1
041 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
042 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
043 0xbfc929c9 -1.57158768 11100100 1 36 100100 11110010 3 18 10010 0xbc14e480 -0.00908768177 0xbc14e480 -0.00908768177 0x00000000 0
044 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
045 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
046 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
047 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
048 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
049 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
050 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
051 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
052 0xbab297af -0.00136255275 10000000 0 0 000000 10000000 0 0 00000 0xbab297af -0.00136255275 0xbab297af -0.00136255275 0x00000000 0
053 0x3f0356d5 0.513043702 00100000 0 32 100000 01000000 2 0 00000 0x3c55b540 0.0130437016 0x3c55b540 0.0130437016 0x00000000 0
054 0xbf5c5a2a -0.860750794 10110111 0 55 110111 11010111 2 23 10111 0xbab45400 -0.00137579441 0xbab45400 -0.00137579441 0x00000000 0
055 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
056 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
057 0x3c689383 0.0141953258 00000000 0 0 000000 00000001 0 1 00001 0x3c689383 0.0141953258 0x3bd12706 0.00638282578 0xc0400000 -3
058 0xbc7c76f1 -0.0154092172 10000000 0 0 000000 10000001 0 1 00001 0xbc7c76f1 -0.0154092172 0xbbf8ede2 -0.00759671722 0xc0400000 -3
059 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
060 0x3edfe297 0.437275618 00011011 0 27 011011 00110111 1 23 10111 0x3c7c52e0 0.0154006183 0x3bf8a5c0 0.00758811831 0xc0400000 -3
061 0x3f21263e 0.629489779 00101000 0 40 101000 01001000 2 8 01000 0x3b931f00 0.00448977947 0x3b931f00 0.00448977947 0x00000000 0
062 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
063 0xbbf767de -0.00755022373 10000000 0 0 000000 10000000 0 0 00000 0xbbf767de -0.00755022373 0xbbf767de -0.00755022373 0x00000000 0
064 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
065 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
066 0xbab98ca5 -0.00141562952 10000000 0 0 000000 10000000 0 0 00000 0xbab98ca5 -0.00141562952 0xbab98ca5 -0.00141562952 0x00000000 0
067 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
068 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
069 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
070 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
071 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
072 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
073 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
074 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
075 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
076 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
077 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
078 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
079 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
080 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
081 0xbce44bde -0.0278682075 10000001 0 1 000001 10000011 0 3 00011 0xbc4897bc -0.0122432075 0xbb912f78 -0.00443070754 0xc0000000 -2
082 0x3fda14ec 1.70376348 01101101 1 45 101101 01110110 3 22 10110 0x3a276000 0.000638484955 0x3c853b00 0.016263485 0x3f800000 1
083 0xbecfbc4f -0.405733556 10011001 0 25 011001 10110011 1 19 10011 0xbc7789e0 -0.0151085556 0xbbef13c0 -0.00729605556 0xc0400000 -3
084 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
085 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
086 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
087 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
088 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
089 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
090 0xbb298073 -0.00258639152 10000000 0 0 000000 10000000 0 0 00000 0xbb298073 -0.00258639152 0xbb298073 -0.00258639152 0x00000000 0
091 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
092 0xbdb3b8cd -0.0877548233 10000101 0 5 000101 10001011 0 11 01011 0xbc1dc668 -0.00962982327 0xbaee3340 -0.00181732327 0xbf800000 -1
093 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
094 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
095 0xbe9e7464 -0.30948174 10010011 0 19 010011 10100111 1 7 00111 0xbc4e8c80 -0.01260674 0xbb9d1900 -0.00479424 0xc0000000 -2
096 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
097 0xbc9210ee -0.0178303383 10000001 0 1 000001 10000010 0 2 00010 0xbb108770 -0.00220533833 0xbb108770 -0.00220533833 0x80000000 -0
098 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
099 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
100 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
101 0x3f37590c 0.716202497 00101101 0 45 101101 01001101 2 13 01101 0x3c564300 0.0130774975 0x3c564300 0.0130774975 0x00000000 0
102 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
103 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
104 0x3c254fd0 0.0100898296 00000000 0 0 000000 00000001 0 1 00001 0x3c254fd0 0.0100898296 0x3b153f40 0.00227732956 0xc0000000 -2
105 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
106 0xbdb73a5b -0.089466773 10000101 0 5 000101 10001011 0 11 01011 0xbc39d2d8 -0.011341773 0xbb674b60 -0.00352927297 0xc0000000 -2
107 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
108 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
109 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
110 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
111 0x3ea231d6 0.316786468 00010100 0 20 010100 00101000 1 8 01000 0x3b8c7580 0.00428646803 0x3b8c7580 0.00428646803 0x80000000 -0
112 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
113 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
114 0xbfe547e7 -1.79125679 11110010 1 50 110010 11111001 3 25 11001 0xbc23f380 -0.0100067854 0xbc23f380 -0.0100067854 0x00000000 0
115 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
116 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
117 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
118 0x3e7ac555 0.244893387 00001111 0 15 001111 00011111 0 31 11111 0x3c2c5550 0.010518387 0x3b315540 0.00270588696 0xc0000000 -2
119 0xbec0e9f9 -0.37678507 10011000 0 24 011000 10110000 1 16 10000 0xbae9f900 -0.0017850697 0xbae9f900 -0.0017850697 0x80000000 -0
120 0xbda4b393 -0.0804206356 10000101 0 5 000101 10001010 0 10 01010 0xbb167260 -0.00229563564 0xbb167260 -0.00229563564 0x80000000 -0
121 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
122 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
123 0xbbdeec6c -0.00680308603 10000000 0 0 000000 10000000 0 0 00000 0xbbdeec6c -0.00680308603 0xbbdeec6c -0.00680308603 0x00000000 0
124 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
125 0xbda3b485 -0.0799341574 10000101 0 5 000101 10001010 0 10 01010 0xbaed2140 -0.00180915743 0xbaed2140 -0.00180915743 0x80000000 -0
126 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
127 0x00000000 0 00000000 0 0 000000 00000000 0 0 00000 0x00000000 0 0x00000000 0 0x00000000 0
VALUES_END
END_CHUNK 87
BEGIN_CHUNK 88
err_exp1 0.0236993264
err_exp2 0.0128322598
chunk_diff_exp2_minus_exp1 -228
expected_e1_wins 18
expected_e2_wins 246
expected_e2_wins_shifted 61
expected_e2_wins_shift2 61
expected_decision exp2
expected_error 0x3c523e66 0.0128322598
chunk_max_abs_index 118
chunk_max_abs_scaled_value 0xbfffb888 -1.99781895
chunk_max_abs_scaled_abs 0x3fffb888 1.99781895
# value_index scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0xbc7fa1cd -0.0156025412 10000000 0 0 000000 10000001 0 1 00001 0xbc7fa1cd -0.0156025412 0xbbff439a -0.00779004116 0xc0400000 -3
001 0xbbff9026 -0.00779916625 10000000 0 0 000000 10000000 0 0 00000 0xbbff9026 -0.00779916625 0xbbff9026 -0.00779916625 0x00000000 0
002 0x3fff8624 1.99628115 01111111 1 63 111111 01111111 3 31 11111 0x3c431200 0.011906147 0x3ce18900 0.027531147 0x40400000 3
003 0x3c7f98c4 0.015600387 00000000 0 0 000000 00000001 0 1 00001 0x3c7f98c4 0.015600387 0x3bff3188 0.00778788701 0xc0400000 -3
004 0x3e7f8d88 0.249563336 00001111 0 15 001111 00011111 0 31 11111 0x3c78d880 0.0151883364 0x3bf1b100 0.00737583637 0xc0400000 -3
005 0x3b7fbefb 0.00390237453 00000000 0 0 000000 00000000 0 0 00000 0x3b7fbefb 0.00390237453 0x3b7fbefb 0.00390237453 0x00000000 0
006 0xbf7faab1 -0.998698294 10111111 0 63 111111 11011111 2 31 11111 0xbc6aac40 -0.0143232942 0xbc6aac40 -0.0143232942 0x00000000 0
007 0xbc7f9a09 -0.0156006897 10000000 0 0 000000 10000001 0 1 00001 0xbc7f9a09 -0.0156006897 0xbbff3412 -0.00778818969 0xc0400000 -3
008 0x3f7fb723 0.998888195 00111111 0 63 111111 01011111 2 31 11111 0x3c6dc8c0 0.0145131946 0x3c6dc8c0 0.0145131946 0x00000000 0
009 0xbdffb098 -0.124848545 10000111 0 7 000111 10001111 0 15 01111 0xbc7d84c0 -0.0154735446 0xbbfb0980 -0.0076610446 0xc0400000 -3
010 0xbe7f9bba -0.249617487 10001111 0 15 001111 10011111 0 31 11111 0xbc79bba0 -0.0152424872 0xbbf37740 -0.00742998719 0xc0400000 -3
011 0x3dff81f2 0.12475957 00000111 0 7 000111 00001111 0 15 01111 0x3c7c0f90 0.0153845698 0x3bf81f20 0.00757206976 0xc0400000 -3
012 0xbf7fbab4 -0.998942614 10111111 0 63 111111 11011111 2 31 11111 0xbc6ead00 -0.0145676136 0xbc6ead00 -0.0145676136 0x00000000 0
013 0xbc7f997e -0.0156005602 10000000 0 0 000000 10000001 0 1 00001 0xbc7f997e -0.0156005602 0xbbff32fc -0.00778806023 0xc0400000 -3
014 0x3fff80e4 1.99612093 01111111 1 63 111111 01111111 3 31 11111 0x3c407200 0.0117459297 0x3ce03900 0.0273709297 0x40400000 3
015 0xbd7fac12 -0.0624199584 10000011 0 3 000011 10000111 0 7 00111 0xbc7eb048 -0.0155449584 0xbbfd6090 -0.00773245841 0xc0400000 -3
016 0xbd7fb9d7 -0.0624330901 10000011 0 3 000011 10000111 0 7 00111 0xbc7ee75c -0.0155580901 0xbbfdceb8 -0.00774559006 0xc0400000 -3
017 0x3eff883a 0.499086201 00011111 0 31 011111 00111111 1 31 11111 0x3c710740 0.0147112012 0x3be20e80 0.00689870119 0xc0400000 -3
018 0xbe7fae99 -0.249689475 10001111 0 15 001111 10011111 0 31 11111 0xbc7ae990 -0.0153144747 0xbbf5d320 -0.0075019747 0xc0400000 -3
019 0xbe7fb3f3 -0.249709889 10001111 0 15 001111 10011111 0 31 11111 0xbc7b3f30 -0.0153348893 0xbbf67e60 -0.00752238929 0xc0400000 -3
020 0x3fffad80 1.9974823 01111111 1 63 111111 01111111 3 31 11111 0x3c56c000 0.0131072998 0x3ceb6000 0.0287322998 0x40400000 3
021 0xbd7f9412 -0.0623970702 10000011 0 3 000011 10000111 0 7 00111 0xbc7e5048 -0.0155220702 0xbbfca090 -0.00770957023 0xc0400000 -3
022 0x3affa267 0.00195033557 00000000 0 0 000000 00000000 0 0 00000 0x3affa267 0.00195033557 0x3affa267 0.00195033557 0x00000000 0
023 0x3e7f9169 0.249578133 00001111 0 15 001111 00011111 0 31 11111 0x3c791690 0.0152031332 0x3bf22d20 0.00739063323 0xc0400000 -3
024 0x3effb355 0.49941507 00011111 0 31 011111 00111111 1 31 11111 0x3c766aa0 0.0150400698 0x3becd540 0.00722756982 0xc0400000 -3
025 0xbf7f9dfc -0.9985044 10111111 0 63 111111 11011111 2 31 11111 0xbc677f00 -0.0141294003 0xbc677f00 -0.0141294003 0x00000000 0
026 0x3e7f8ab6 0.249552578 00001111 0 15 001111 00011111 0 31 11111 0x3c78ab60 0.0151775777 0x3bf156c0 0.00736507773 0xc0400000 -3
027 0x3cffa8e4 0.031208463 00000001 0 1 000001 00000011 0 3 00011 0x3c7f51c8 0.015583463 0x3bfea390 0.00777096301 0xc0400000 -3
028 0x3d7fa84a 0.0624163523 00000011 0 3 000011 00000111 0 7 00111 0x3c7ea128 0.0155413523 0x3bfd4250 0.00772885233 0xc0400000 -3
029 0x3effbfad 0.499509245 00011111 0 31 011111 00111111 1 31 11111 0x3c77f5a0 0.0151342452 0x3befeb40 0.00732174516 0xc0400000 -3
030 0xbc7f81fc -0.0155949555 10000000 0 0 000000 10000001 0 1 00001 0xbc7f81fc -0.0155949555 0xbbff03f8 -0.00778245553 0xc0400000 -3
031 0x3e7fb07e 0.249696702 00001111 0 15 001111 00011111 0 31 11111 0x3c7b07e0 0.0153217018 0x3bf60fc0 0.00750920177 0xc0400000 -3
032 0xbd7f9f0d -0.062407542 10000011 0 3 000011 10000111 0 7 00111 0xbc7e7c34 -0.015532542 0xbbfcf868 -0.00772004202 0xc0400000 -3
033 0x3cffb58c 0.031214498 00000001 0 1 000001 00000011 0 3 00011 0x3c7f6b18 0.015589498 0x3bfed630 0.00777699798 0xc0400000 -3
034 0x3d7fb502 0.0624284819 00000011 0 3 000011 00000111 0 7 00111 0x3c7ed408 0.0155534819 0x3bfda810 0.00774098188 0xc0400000 -3
035 0xbdff87b6 -0.124770567 10000111 0 7 000111 10001111 0 15 01111 0xbc7c3db0 -0.0153955668 0xbbf87b60 -0.00758306682 0xc0400000 -3
036 0x3b7fbbe6 0.00390219083 00000000 0 0 000000 00000000 0 0 00000 0x3b7fbbe6 0.00390219083 0x3b7fbbe6 0.00390219083 0x00000000 0
037 0xbeff82cb -0.499044746 10011111 0 31 011111 10111111 1 31 11111 0xbc705960 -0.0146697462 0xbbe0b2c0 -0.00685724616 0xc0400000 -3
038 0x3b7fbff0 0.00390243158 00000000 0 0 000000 00000000 0 0 00000 0x3b7fbff0 0.00390243158 0x3b7fbff0 0.00390243158 0x00000000 0
039 0x3e7f93b4 0.24958688 00001111 0 15 001111 00011111 0 31 11111 0x3c793b40 0.0152118802 0x3bf27680 0.00739938021 0xc0400000 -3
040 0xbbff8df2 -0.00779890362 10000000 0 0 000000 10000000 0 0 00000 0xbbff8df2 -0.00779890362 0xbbff8df2 -0.00779890362 0x00000000 0
041 0xbdff9fee -0.12481676 10000111 0 7 000111 10001111 0 15 01111 0xbc7cff70 -0.0154417604 0xbbf9fee0 -0.00762926042 0xc0400000 -3
