# pseudo_MSE hardware test vectors
# seed=42
# bit_widths=8,7,6,5,4
# num_chunks_per_bit_width=50
# chunk_size=128
# e2_win_divisor=4
# signedness: sgn=1 for every section in this file
# chunk scale source: DynamicInputQuantizer._chunk_scale(raw_chunk)
# chunk scale definition: pow2_floor(max(abs(raw_chunk))) with 1.0 for all-zero chunks
# metric input: values are already scaled FP32 numbers (scaled_v)
# raw_fp32 values are provided only to test the pre-scale path
# feed scaled_fp32 values to the pseudo_MSE block, or compute scaled_fp32 = raw_fp32 / chunk_scale
# decision rule: choose_exp2 if floor(expected_e2_wins / e2_win_divisor) >= expected_e1_wins else choose_exp1
# expected_error rows: selected chunk error matching expected_decision, as fp32_hex fp32_dec
# expected_e1_wins/expected_e2_wins rows: per-value pseudo_diff winners; ties are not counted
# expected_e2_wins_shifted row: floor(expected_e2_wins / e2_win_divisor), used only for expected_decision
# expected_e2_wins_shift2 row: legacy floor(expected_e2_wins / 4) diagnostic
# mantissa mode: truncate
# q_exp*_bits are packed sign/exponent/mantissa fields after pseudo_MSE quantization
# q_exp*_exp_field and q_exp*_mant_field are the stored exponent and mantissa fields as integers
# q_exp*_mant_bits are the stored mantissa fields as zero-padded binary strings
# err_exp*_pre_square = scaled-q_exp* for each value, before squaring
# chunk_diff_exp2_minus_exp1 is the signed sum of pseudo_diff values for debug; it does not drive expected_decision
# pseudo_diff_exp2_minus_exp1 is the bit-level pseudo err2-err1 signal for each value
# value mode: raw-and-scaled
# chunk_scale rows: chunk_scale chunk_scale_fp32_hex chunk_scale_fp32_dec
# chunk max rows use max absolute value; *_value is the signed value at that index
# chunk max rows: chunk_max_abs_index value_index, chunk_max_abs_raw_value raw_fp32_hex raw_fp32_dec, chunk_max_abs_raw_abs raw_abs_fp32_hex raw_abs_fp32_dec, chunk_max_abs_scaled_value scaled_fp32_hex scaled_fp32_dec, chunk_max_abs_scaled_abs scaled_abs_fp32_hex scaled_abs_fp32_dec
# raw max alias rows: raw_max_abs_index, raw_max_abs_value, raw_max_abs_abs
# raw-and-scaled max summary rows: raw_and_scaled_max_abs value_index scale_fp32_hex scale_fp32_dec raw_value_fp32_hex raw_value_fp32_dec raw_abs_fp32_hex raw_abs_fp32_dec scaled_value_fp32_hex scaled_value_fp32_dec scaled_abs_fp32_hex scaled_abs_fp32_dec
# value rows: value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
# scaled_fp32_dec = raw_fp32_dec / scale_fp32_dec

BEGIN_BIT_WIDTH 8
sgn 1
exp1_format fp8_e1m6
exp2_format fp8_e2m5
m1 6
m2 5
BEGIN_CHUNK 0
err_exp1 0.009765625
err_exp2 0.041015625
chunk_diff_exp2_minus_exp1 64
expected_e1_wins 64
expected_e2_wins 0
expected_e2_wins_shifted 0
expected_e2_wins_shift2 0
expected_decision exp1
expected_error 0x3c200000 0.009765625
chunk_max_abs_index 127
raw_max_abs_index 127
raw_max_abs_value 0xbfff8000 -1.99609375
raw_max_abs_abs 0x3fff8000 1.99609375
chunk_max_abs_raw_value 0xbfff8000 -1.99609375
chunk_max_abs_raw_abs 0x3fff8000 1.99609375
raw_and_scaled_max_abs 127 0x3f800000 1 0xbfff8000 -1.99609375 0x3fff8000 1.99609375 0xbfff8000 -1.99609375 0x3fff8000 1.99609375
chunk_max_abs_scaled_value 0xbfff8000 -1.99609375
chunk_max_abs_scaled_abs 0x3fff8000 1.99609375
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
127 0x3de40000 0.111328125 0x3de40000 0.111328125 00000111 0 7 000111 00001110 0 14 01110 0x3b000000 0.001953125 0x3b000000 0.001953125 0x80000000 -0
VALUES_END
END_CHUNK 17
BEGIN_CHUNK 18
err_exp1 0.00888528023
err_exp2 0.00868767127
chunk_diff_exp2_minus_exp1 -30
expected_e1_wins 9
expected_e2_wins 39
expected_e2_wins_shifted 9
expected_e2_wins_shift2 9
expected_decision exp2
expected_error 0x3c0e56bc 0.00868767127
chunk_max_abs_index 77
raw_max_abs_index 77
raw_max_abs_value 0xbff3748e -1.90199447
raw_max_abs_abs 0x3ff3748e 1.90199447
chunk_max_abs_raw_value 0xbff3748e -1.90199447
chunk_max_abs_raw_abs 0x3ff3748e 1.90199447
raw_and_scaled_max_abs 77 0x3f800000 1 0xbff3748e -1.90199447 0x3ff3748e 1.90199447 0xbff3748e -1.90199447 0x3ff3748e 1.90199447
chunk_max_abs_scaled_value 0xbff3748e -1.90199447
chunk_max_abs_scaled_abs 0x3ff3748e 1.90199447
chunk_scale 0x3f800000 1
# value_index raw_fp32_hex raw_fp32_dec scaled_fp32_hex scaled_fp32_dec q_exp1_bits q_exp1_exp_field q_exp1_mant_field q_exp1_mant_bits q_exp2_bits q_exp2_exp_field q_exp2_mant_field q_exp2_mant_bits err_exp1_pre_square_fp32_hex err_exp1_pre_square_fp32_dec err_exp2_pre_square_fp32_hex err_exp2_pre_square_fp32_dec pseudo_diff_exp2_minus_exp1_fp32_hex pseudo_diff_exp2_minus_exp1_fp32_dec
VALUES_BEGIN
000 0xbe88cc64 -0.267184377 0xbe88cc64 -0.267184377 10010001 0 17 010001 10100010 1 2 00010 0xbacc6400 -0.00155937672 0xbacc6400 -0.00155937672 0x80000000 -0
001 0xbd604b4a -0.0547593012 0xbd604b4a -0.0547593012 10000011 0 3 000011 10000111 0 7 00111 0xbc012d28 -0.00788430125 0xb8969400 -7.18012452e-05 0xbf800000 -1
002 0xba94383e -0.00113082654 0xba94383e -0.00113082654 10000000 0 0 000000 10000000 0 0 00000 0xba94383e -0.00113082654 0xba94383e -0.00113082654 0x00000000 0
003 0xbff16c00 -1.8861084 0xbff16c00 -1.8861084 11111000 1 56 111000 11111100 3 28 11100 0xbc360000 -0.0111083984 0xbc360000 -0.0111083984 0x00000000 0
004 0xbca429e4 -0.0200395063 0xbca429e4 -0.0200395063 10000001 0 1 000001 10000010 0 2 00010 0xbb90a790 -0.00441450626 0xbb90a790 -0.00441450626 0x80000000 -0
005 0x3bcd477b 0.00626462465 0x3bcd477b 0.00626462465 00000000 0 0 000000 00000000 0 0 00000 0x3bcd477b 0.00626462465 0x3bcd477b 0.00626462465 0x00000000 0
006 0xbdbf51ab -0.093417488 0xbdbf51ab -0.093417488 10000101 0 5 000101 10001011 0 11 01011 0xbc7a8d58 -0.015292488 0xbbf51ab0 -0.00747998804 0xbf800000 -1
007 0xbb5db140 -0.00338275731 0xbb5db140 -0.00338275731 10000000 0 0 000000 10000000 0 0 00000 0xbb5db140 -0.00338275731 0xbb5db140 -0.00338275731 0x00000000 0
008 0x3d49f45f 0.0493053161 0x3d49f45f 0.0493053161 00000011 0 3 000011 00000110 0 6 00110 0x3b1f45f0 0.00243031606 0x3b1f45f0 0.00243031606 0x80000000 -0
009 0x3c919321 0.0177703518 0x3c919321 0.0177703518 00000001 0 1 000001 00000010 0 2 00010 0x3b0c9908 0.00214535184 0x3b0c9908 0.00214535184 0x80000000 -0
010 0xbbd9ed02 -0.00665056799 0xbbd9ed02 -0.00665056799 10000000 0 0 000000 10000000 0 0 00000 0xbbd9ed02 -0.00665056799 0xbbd9ed02 -0.00665056799 0x00000000 0
011 0x3c65c0dc 0.014023032 0x3c65c0dc 0.014023032 00000000 0 0 000000 00000001 0 1 00001 0x3c65c0dc 0.014023032 0x3bcb81b8 0.00621053204 0xbf800000 -1
012 0x3b1eabcc 0.00242112856 0x3b1eabcc 0.00242112856 00000000 0 0 000000 00000000 0 0 00000 0x3b1eabcc 0.00242112856 0x3b1eabcc 0.00242112856 0x00000000 0
013 0xbc967b97 -0.0183694791 0xbc967b97 -0.0183694791 10000001 0 1 000001 10000010 0 2 00010 0xbb33dcb8 -0.0027444791 0xbb33dcb8 -0.0027444791 0x80000000 -0
014 0xbd946b92 -0.0724707991 0xbd946b92 -0.0724707991 10000100 0 4 000100 10001001 0 9 01001 0xbc235c90 -0.00997079909 0xbb0d7240 -0.00215829909 0xbf800000 -1
015 0x3fa0dc47 1.25672233 0x3fa0dc47 1.25672233 01010000 1 16 010000 01101000 3 8 01000 0x3bdc4700 0.00672233105 0x3bdc4700 0.00672233105 0x00000000 0
016 0xbf37ee5f -0.718481004 0xbf37ee5f -0.718481004 10101101 0 45 101101 11001101 2 13 01101 0xbc7b97c0 -0.0153560042 0xbc7b97c0 -0.0153560042 0x00000000 0
017 0x3d44c90a 0.0480432883 0x3d44c90a 0.0480432883 00000011 0 3 000011 00000110 0 6 00110 0x3a992140 0.00116828829 0x3a992140 0.00116828829 0x80000000 -0
018 0xbdbf8c71 -0.0935295895 0xbdbf8c71 -0.0935295895 10000101 0 5 000101 10001011 0 11 01011 0xbc7c6388 -0.0154045895 0xbbf8c710 -0.00759208947 0xbf800000 -1
019 0x3faf129c 1.36775541 0x3faf129c 1.36775541 01010111 1 23 010111 01101011 3 11 01011 0x3c094e00 0.00838041306 0x3cc4a700 0.0240054131 0x3f800000 1
020 0x3f67b73a 0.905139565 0x3f67b73a 0.905139565 00111001 0 57 111001 01011001 2 25 11001 0x3c6dce80 0.0145145655 0x3c6dce80 0.0145145655 0x00000000 0
021 0xbc4361da -0.0119251851 0xbc4361da -0.0119251851 10000000 0 0 000000 10000001 0 1 00001 0xbc4361da -0.0119251851 0xbb86c3b4 -0.0041126851 0xbf800000 -1
022 0xbe1ad696 -0.151209205 0xbe1ad696 -0.151209205 10001001 0 9 001001 10010011 0 19 10011 0xbc2d6960 -0.0105842054 0xbb35a580 -0.00277170539 0xbf800000 -1
023 0xbaaf0ffa -0.00133562018 0xbaaf0ffa -0.00133562018 10000000 0 0 000000 10000000 0 0 00000 0xbaaf0ffa -0.00133562018 0xbaaf0ffa -0.00133562018 0x00000000 0
024 0xbf9a5f46 -1.20603251 0xbf9a5f46 -1.20603251 11001101 1 13 001101 11100110 3 6 00110 0xbb3e8c00 -0.00290751457 0xbc97d180 -0.0185325146 0x3f800000 1
025 0x3d296bf2 0.0413627103 0x3d296bf2 0.0413627103 00000010 0 2 000010 00000101 0 5 00101 0x3c25afc8 0.0101127103 0x3b16bf20 0.0023002103 0xbf800000 -1
026 0xbe03a0e6 -0.128543466 0xbe03a0e6 -0.128543466 10001000 0 8 001000 10010000 0 16 10000 0xbb683980 -0.00354346633 0xbb683980 -0.00354346633 0x80000000 -0
027 0xbd4b2ec8 -0.049605161 0xbd4b2ec8 -0.049605161 10000011 0 3 000011 10000110 0 6 00110 0xbb32ec80 -0.00273016095 0xbb32ec80 -0.00273016095 0x80000000 -0
028 0x3e8e6913 0.278145403 0x3e8e6913 0.278145403 00010001 0 17 010001 00100011 1 3 00011 0x3c4d2260 0.0125204027 0x3b9a44c0 0.00470790267 0xbf800000 -1
029 0xbbd8c0c4 -0.00661477633 0xbbd8c0c4 -0.00661477633 10000000 0 0 000000 10000000 0 0 00000 0xbbd8c0c4 -0.00661477633 0xbbd8c0c4 -0.00661477633 0x00000000 0
030 0xbb6bd7b1 -0.00359867164 0xbb6bd7b1 -0.00359867164 10000000 0 0 000000 10000000 0 0 00000 0xbb6bd7b1 -0.00359867164 0xbb6bd7b1 -0.00359867164 0x00000000 0
031 0xbf10637e -0.56401813 0xbf10637e -0.56401813 10100100 0 36 100100 11000100 2 4 00100 0xbac6fc00 -0.0015181303 0xbac6fc00 -0.0015181303 0x00000000 0
032 0xbc9e39a6 -0.0193145983 0xbc9e39a6 -0.0193145983 10000001 0 1 000001 10000010 0 2 00010 0xbb71cd30 -0.00368959829 0xbb71cd30 -0.00368959829 0x80000000 -0
033 0x3e8d6e67 0.276232928 0x3e8d6e67 0.276232928 00010001 0 17 010001 00100011 1 3 00011 0x3c2dcce0 0.010607928 0x3b373380 0.00279542804 0xbf800000 -1
034 0xbbd11468 -0.00638060644 0xbbd11468 -0.00638060644 10000000 0 0 000000 10000000 0 0 00000 0xbbd11468 -0.00638060644 0xbbd11468 -0.00638060644 0x00000000 0
035 0x3ccc6239 0.02494918 0x3ccc6239 0.02494918 00000001 0 1 000001 00000011 0 3 00011 0x3c18c472 0.00932417996 0x3ac62390 0.00151167996 0xbf800000 -1
036 0xba9ef770 -0.00121281855 0xba9ef770 -0.00121281855 10000000 0 0 000000 10000000 0 0 00000 0xba9ef770 -0.00121281855 0xba9ef770 -0.00121281855 0x00000000 0
037 0xbbe6a942 -0.00703922007 0xbbe6a942 -0.00703922007 10000000 0 0 000000 10000000 0 0 00000 0xbbe6a942 -0.00703922007 0xbbe6a942 -0.00703922007 0x00000000 0
038 0xbf5a8e7d -0.853736699 0xbf5a8e7d -0.853736699 10110110 0 54 110110 11010110 2 22 10110 0xbc239f40 -0.00998669863 0xbc239f40 -0.00998669863 0x00000000 0
039 0x3b062c6d 0.00204732572 0x3b062c6d 0.00204732572 00000000 0 0 000000 00000000 0 0 00000 0x3b062c6d 0.00204732572 0x3b062c6d 0.00204732572 0x00000000 0
040 0xbdbc84cb -0.0920501575 0xbdbc84cb -0.0920501575 10000101 0 5 000101 10001011 0 11 01011 0xbc642658 -0.0139251575 0xbbc84cb0 -0.00611265749 0xbf800000 -1
041 0xbfa472dd -1.28475535 0xbfa472dd -1.28475535 11010010 1 18 010010 11101001 3 9 01001 0xbb65ba00 -0.00350534916 0xbb65ba00 -0.00350534916 0x00000000 0
042 0xbb34e72d -0.00276036118 0xbb34e72d -0.00276036118 10000000 0 0 000000 10000000 0 0 00000 0xbb34e72d -0.00276036118 0xbb34e72d -0.00276036118 0x00000000 0
043 0xbb63a2b0 -0.00347344205 0xbb63a2b0 -0.00347344205 10000000 0 0 000000 10000000 0 0 00000 0xbb63a2b0 -0.00347344205 0xbb63a2b0 -0.00347344205 0x00000000 0
044 0xbab91dbc -0.00141232414 0xbab91dbc -0.00141232414 10000000 0 0 000000 10000000 0 0 00000 0xbab91dbc -0.00141232414 0xbab91dbc -0.00141232414 0x00000000 0
045 0x3f138d16 0.576371551 0x3f138d16 0.576371551 00100100 0 36 100100 01000100 2 4 00100 0x3c634580 0.0138715506 0x3c634580 0.0138715506 0x00000000 0
046 0xbbed0512 -0.00723327044 0xbbed0512 -0.00723327044 10000000 0 0 000000 10000000 0 0 00000 0xbbed0512 -0.00723327044 0xbbed0512 -0.00723327044 0x00000000 0
047 0xbd858046 -0.0651860684 0xbd858046 -0.0651860684 10000100 0 4 000100 10001000 0 8 01000 0xbb3008c0 -0.00268606842 0xbb3008c0 -0.00268606842 0x80000000 -0
048 0xbc2a0532 -0.0103772152 0xbc2a0532 -0.0103772152 10000000 0 0 000000 10000001 0 1 00001 0xbc2a0532 -0.0103772152 0xbb2814c8 -0.00256471522 0xbf800000 -1
049 0xbc58a8fa -0.0132238809 0xbc58a8fa -0.0132238809 10000000 0 0 000000 10000001 0 1 00001 0xbc58a8fa -0.0132238809 0xbbb151f4 -0.0054113809 0xbf800000 -1
050 0xbdf891a4 -0.121371537 0xbdf891a4 -0.121371537 10000111 0 7 000111 10001111 0 15 01111 0xbc448d20 -0.0119965374 0xbb891a40 -0.00418403745 0xbf800000 -1
051 0xbbfe1d5e -0.00775496569 0xbbfe1d5e -0.00775496569 10000000 0 0 000000 10000000 0 0 00000 0xbbfe1d5e -0.00775496569 0xbbfe1d5e -0.00775496569 0x00000000 0
052 0x3b30f711 0.00270027318 0x3b30f711 0.00270027318 00000000 0 0 000000 00000000 0 0 00000 0x3b30f711 0.00270027318 0x3b30f711 0.00270027318 0x00000000 0
053 0x3ad55b49 0.00162778154 0x3ad55b49 0.00162778154 00000000 0 0 000000 00000000 0 0 00000 0x3ad55b49 0.00162778154 0x3ad55b49 0.00162778154 0x00000000 0
054 0xbc07cb0e -0.0082881581 0xbc07cb0e -0.0082881581 10000000 0 0 000000 10000001 0 1 00001 0xbc07cb0e -0.0082881581 0xb9f961c0 -0.000475658104 0xbf800000 -1
055 0x3b338bff 0.00273966766 0x3b338bff 0.00273966766 00000000 0 0 000000 00000000 0 0 00000 0x3b338bff 0.00273966766 0x3b338bff 0.00273966766 0x00000000 0
056 0x3e2c17a6 0.168058962 0x3e2c17a6 0.168058962 00001010 0 10 001010 00010101 0 21 10101 0x3c417a60 0.0118089616 0x3b82f4c0 0.00399646163 0xbf800000 -1
057 0x3ad22afd 0.001603454 0x3ad22afd 0.001603454 00000000 0 0 000000 00000000 0 0 00000 0x3ad22afd 0.001603454 0x3ad22afd 0.001603454 0x00000000 0
058 0xbe16112a -0.146549851 0xbe16112a -0.146549851 10001001 0 9 001001 10010010 0 18 10010 0xbbc22540 -0.0059248507 0xbbc22540 -0.0059248507 0x80000000 -0
059 0x3ecdd3b8 0.402005911 0x3ecdd3b8 0.402005911 00011001 0 25 011001 00110011 1 19 10011 0x3c3a7700 0.0113809109 0x3b69dc00 0.00356841087 0xbf800000 -1
060 0x3e61108c 0.219789684 0x3e61108c 0.219789684 00001110 0 14 001110 00011100 0 28 11100 0x3a884600 0.00103968382 0x3a884600 0.00103968382 0x80000000 -0
061 0x3c71e0d4 0.0147630759 0x3c71e0d4 0.0147630759 00000000 0 0 000000 00000001 0 1 00001 0x3c71e0d4 0.0147630759 0x3be3c1a8 0.00695057586 0xbf800000 -1
062 0x3eb52dac 0.353864074 0x3eb52dac 0.353864074 00010110 0 22 010110 00101101 1 13 01101 0x3c25b580 0.0101140738 0x3b16d600 0.00230157375 0xbf800000 -1
063 0xbe7a7886 -0.244600385 0xbe7a7886 -0.244600385 10001111 0 15 001111 10011111 0 31 11111 0xbc278860 -0.0102253854 0xbb1e2180 -0.00241288543 0xbf800000 -1
064 0xbe03884c -0.128449619 0xbe03884c -0.128449619 10001000 0 8 001000 10010000 0 16 10000 0xbb621300 -0.00344961882 0xbb621300 -0.00344961882 0x80000000 -0
065 0x3baddd32 0.00530590955 0x3baddd32 0.00530590955 00000000 0 0 000000 00000000 0 0 00000 0x3baddd32 0.00530590955 0x3baddd32 0.00530590955 0x00000000 0
066 0x3c58436b 0.0131996674 0x3c58436b 0.0131996674 00000000 0 0 000000 00000001 0 1 00001 0x3c58436b 0.0131996674 0x3bb086d6 0.00538716745 0xbf800000 -1
067 0x3d50694a 0.0508816615 0x3d50694a 0.0508816615 00000011 0 3 000011 00000110 0 6 00110 0x3b834a50 0.00400666147 0x3b834a50 0.00400666147 0x80000000 -0
068 0xbdde23d8 -0.108466804 0xbdde23d8 -0.108466804 10000110 0 6 000110 10001101 0 13 01101 0xbc711ec0 -0.014716804 0xbbe23d80 -0.00690430403 0xbf800000 -1
069 0xbe1587fc -0.146026552 0xbe1587fc -0.146026552 10001001 0 9 001001 10010010 0 18 10010 0xbbb0ff80 -0.00540155172 0xbbb0ff80 -0.00540155172 0x80000000 -0
070 0x3ee76829 0.451966554 0x3ee76829 0.451966554 00011100 0 28 011100 00111001 1 25 11001 0x3c6d0520 0.0144665539 0x3bda0a40 0.00665405393 0xbf800000 -1
071 0x3d83ef36 0.0644211024 0x3d83ef36 0.0644211024 00000100 0 4 000100 00001000 0 8 01000 0x3afbcd80 0.0019211024 0x3afbcd80 0.0019211024 0x80000000 -0
072 0x3f141dd9 0.578580439 0x3f141dd9 0.578580439 00100101 0 37 100101 01000101 2 5 00101 0x39eec800 0.000455439091 0x39eec800 0.000455439091 0x00000000 0
073 0xbf3ba5c1 -0.732997954 0xbf3ba5c1 -0.732997954 10101110 0 46 101110 11001110 2 14 01110 0xbc697040 -0.0142479539 0xbc697040 -0.0142479539 0x00000000 0
074 0xbd01d2d4 -0.031695202 0xbd01d2d4 -0.031695202 10000010 0 2 000010 10000100 0 4 00100 0xb9e96a00 -0.000445201993 0xb9e96a00 -0.000445201993 0x80000000 -0
075 0x3d032a89 0.0320229866 0x3d032a89 0.0320229866 00000010 0 2 000010 00000100 0 4 00100 0x3a4aa240 0.000772986561 0x3a4aa240 0.000772986561 0x80000000 -0
076 0x3f072f64 0.528066874 0x3f072f64 0.528066874 00100001 0 33 100001 01000001 2 1 00001 0x3c4bd900 0.0124418736 0x3c4bd900 0.0124418736 0x00000000 0
077 0xbff3748e -1.90199447 0xbff3748e -1.90199447 11111001 1 57 111001 11111100 3 28 11100 0xbc3a4700 -0.0113694668 0xbcdd2380 -0.0269944668 0x3f800000 1
078 0xbcce09ea -0.0251512118 0xbcce09ea -0.0251512118 10000001 0 1 000001 10000011 0 3 00011 0xbc1c13d4 -0.00952621177 0xbae09ea0 -0.00171371177 0xbf800000 -1
079 0x3c2b9456 0.0104723778 0x3c2b9456 0.0104723778 00000000 0 0 000000 00000001 0 1 00001 0x3c2b9456 0.0104723778 0x3b2e5158 0.00265987776 0xbf800000 -1
080 0x3cbd5ea3 0.0231164154 0x3cbd5ea3 0.0231164154 00000001 0 1 000001 00000010 0 2 00010 0x3bf57a8c 0.00749141537 0x3bf57a8c 0.00749141537 0x80000000 -0
081 0x3a883766 0.00103924866 0x3a883766 0.00103924866 00000000 0 0 000000 00000000 0 0 00000 0x3a883766 0.00103924866 0x3a883766 0.00103924866 0x00000000 0
082 0xbf838e1f -1.02777469 0xbf838e1f -1.02777469 11000001 1 1 000001 11100000 3 0 00000 0xbc470f80 -0.0121496916 0xbce387c0 -0.0277746916 0x3f800000 1
083 0xbd935e24 -0.0719569027 0xbd935e24 -0.0719569027 10000100 0 4 000100 10001001 0 9 01001 0xbc1af120 -0.00945690274 0xbad78900 -0.00164440274 0xbf800000 -1
084 0xbf82157d -1.01628077 0xbf82157d -1.01628077 11000001 1 1 000001 11100000 3 0 00000 0xba2be800 -0.000655770302 0xbc855f40 -0.0162807703 0x3f800000 1
085 0xbeea1b3e -0.457239091 0xbeea1b3e -0.457239091 10011101 0 29 011101 10111010 1 26 11010 0xbb86cf80 -0.0041140914 0xbb86cf80 -0.0041140914 0x80000000 -0
086 0xbea99abb -0.331258625 0xbea99abb -0.331258625 10010101 0 21 010101 10101010 1 10 01010 0xbb4d5d80 -0.00313362479 0xbb4d5d80 -0.00313362479 0x80000000 -0
087 0x3c2eb93c 0.0106642805 0x3c2eb93c 0.0106642805 00000000 0 0 000000 00000001 0 1 00001 0x3c2eb93c 0.0106642805 0x3b3ae4f0 0.0028517805 0xbf800000 -1
088 0x3e08e2fe 0.133678406 0x3e08e2fe 0.133678406 00001000 0 8 001000 00010001 0 17 10001 0x3c0e2fe0 0.00867840648 0x3a62fe00 0.000865906477 0xbf800000 -1
089 0xbdca9989 -0.0989256576 0xbdca9989 -0.0989256576 10000110 0 6 000110 10001100 0 12 01100 0xbba99890 -0.00517565757 0xbba99890 -0.00517565757 0x80000000 -0
090 0x3fb665d7 1.42498291 0x3fb665d7 1.42498291 01011011 1 27 011011 01101101 3 13 01101 0x3b4bae00 0.00310790539 0x3c9975c0 0.0187329054 0x3f800000 1
091 0x3b946dfa 0.00452971179 0x3b946dfa 0.00452971179 00000000 0 0 000000 00000000 0 0 00000 0x3b946dfa 0.00452971179 0x3b946dfa 0.00452971179 0x00000000 0
092 0x3ae908c6 0.00177791039 0x3ae908c6 0.00177791039 00000000 0 0 000000 00000000 0 0 00000 0x3ae908c6 0.00177791039 0x3ae908c6 0.00177791039 0x00000000 0
093 0xbc75f23c -0.0150113665 0xbc75f23c -0.0150113665 10000000 0 0 000000 10000001 0 1 00001 0xbc75f23c -0.0150113665 0xbbebe478 -0.00719886646 0xbf800000 -1
094 0x3b9261d2 0.0044672275 0x3b9261d2 0.0044672275 00000000 0 0 000000 00000000 0 0 00000 0x3b9261d2 0.0044672275 0x3b9261d2 0.0044672275 0x00000000 0
095 0xbb6442da -0.00348298857 0xbb6442da -0.00348298857 10000000 0 0 000000 10000000 0 0 00000 0xbb6442da -0.00348298857 0xbb6442da -0.00348298857 0x00000000 0
096 0x3eb59b9e 0.35470289 0x3eb59b9e 0.35470289 00010110 0 22 010110 00101101 1 13 01101 0x3c3373c0 0.0109528899 0x3b4dcf00 0.00314038992 0xbf800000 -1
097 0xbcbf6552 -0.023363743 0xbcbf6552 -0.023363743 10000001 0 1 000001 10000010 0 2 00010 0xbbfd9548 -0.00773874298 0xbbfd9548 -0.00773874298 0x80000000 -0
098 0x3fdb3dd4 1.71282434 0x3fdb3dd4 1.71282434 01101101 1 45 101101 01110110 3 22 10110 0x3c1eea00 0.00969934464 0x3ccf7500 0.0253243446 0x3f800000 1
099 0xbeb454e8 -0.352210283 0xbeb454e8 -0.352210283 10010110 0 22 010110 10101101 1 13 01101 0xbc0a9d00 -0.00846028328 0xba29d000 -0.000647783279 0xbf800000 -1
100 0x3df6608e 0.120301351 0x3df6608e 0.120301351 00000111 0 7 000111 00001111 0 15 01111 0x3c330470 0.010926351 0x3b4c11c0 0.00311385095 0xbf800000 -1
101 0xbfe76084 -1.80763292 0xbfe76084 -1.80763292 11110011 1 51 110011 11111001 3 25 11001 0xbc304200 -0.0107579231 0xbcd82100 -0.0263829231 0x3f800000 1
102 0xbe9674a0 -0.293858528 0xbe9674a0 -0.293858528 10010010 0 18 010010 10100101 1 5 00101 0xbc4e9400 -0.0126085281 0xbb9d2800 -0.00479602814 0xbf800000 -1
103 0xbd190d50 -0.0373662114 0xbd190d50 -0.0373662114 10000010 0 2 000010 10000100 0 4 00100 0xbbc86a80 -0.00611621141 0xbbc86a80 -0.00611621141 0x80000000 -0
104 0xbc8096bc -0.0156968758 0xbc8096bc -0.0156968758 10000001 0 1 000001 10000010 0 2 00010 0xb896bc00 -7.1875751e-05 0xb896bc00 -7.1875751e-05 0x80000000 -0
105 0xbd547d9a -0.0518775955 0xbd547d9a -0.0518775955 10000011 0 3 000011 10000110 0 6 00110 0xbba3ecd0 -0.00500259548 0xbba3ecd0 -0.00500259548 0x80000000 -0
106 0xbf0fdc2c -0.561953306 0xbf0fdc2c -0.561953306 10100011 0 35 100011 11000011 2 3 00011 0xbc770b00 -0.0150783062 0xbc770b00 -0.0150783062 0x00000000 0
107 0x3c8a5b46 0.0168892257 0x3c8a5b46 0.0168892257 00000001 0 1 000001 00000010 0 2 00010 0x3aa5b460 0.00126422569 0x3aa5b460 0.00126422569 0x80000000 -0
108 0x3f16fa65 0.589758217 0x3f16fa65 0.589758217 00100101 0 37 100101 01000101 2 5 00101 0x3c3e9940 0.0116332173 0x3c3e9940 0.0116332173 0x00000000 0
109 0xbe00b99a -0.125708014 0xbe00b99a -0.125708014 10001000 0 8 001000 10010000 0 16 10000 0xba399a00 -0.000708013773 0xba399a00 -0.000708013773 0x80000000 -0
110 0x3b0be371 0.00213452824 0x3b0be371 0.00213452824 00000000 0 0 000000 00000000 0 0 00000 0x3b0be371 0.00213452824 0x3b0be371 0.00213452824 0x00000000 0
111 0xbf7915f4 -0.972991228 0xbf7915f4 -0.972991228 10111110 0 62 111110 11011110 2 30 11110 0xbb8afa00 -0.0042412281 0xbb8afa00 -0.0042412281 0x00000000 0
112 0xbfe3bfdd -1.7792927 0xbfe3bfdd -1.7792927 11110001 1 49 110001 11111000 3 24 11000 0xbc5fee80 -0.0136677027 0xbceff740 -0.0292927027 0x3f800000 1
